Name,Kitchen,Time,Rate,Price,Metro
Hookah Place Ryazanka,Паровые коктейли,Открыто до 02:00,,,Выхино
Hookah Place Semenovskaya,Паровые коктейли,Открыто до 00:00,,,Семеновская;Электрозаводская
Hookah Place Siberia,Паровые коктейли,Открыто до 02:00,,,Коломенская;Нагатинская
Hookah Place Sokol,Паровые коктейли,Открыто до 22:00,,,Сокол
Hookah Place Tesla,Паровые коктейли,Открыто до 00:00,,,Университет
Hookah Place ВДНХ,Паровые коктейли,Открыто до 02:00,,700 - 1700,ВДНХ
Hookah Place Ленинский,Паровые коктейли,Открыто до 02:00,,1700 - 3000,Новаторская
Hookah Place Лубянка,Паровые коктейли,Открыто до 00:00,,,Чистые пруды;Лубянка
Hookah Place Столешник,Паровые коктейли,Открыто до 00:00,,,Охотный Ряд;Тверская
Hookah Time,Паровые коктейли,Открыто до 01:00,,700 - 1700,Коломенская
Hookah Time,Паровые коктейли,Открыто до 00:00,,,Библиотека им. Ленина;Арбатская
Hookah Time,Паровые коктейли,Открыто до 02:00,,,Улица Скобелевская;Бульвар Адмирала Ушакова
Hookah Time,Паровые коктейли,Открыто до 01:00,,,Марьино
Hookah Time,Паровые коктейли,Открыто до 02:00,,,Октябрьская
Hot Bird,Караоке,Открыто до 05:00,,1700 - 3000,Арбатская
Hot Dog Bulldog,Стритфуд,Открыто до 23:00,,700,Тверская;Пушкинская
Hot Dog Bulldog,Стритфуд,Открыто до 23:00,,700,Войковская;Балтийская
Hot Dog Bulldog,Стритфуд,Открыто до 23:00,,700,Парк культуры;Октябрьская
Hot Dogger,Фастфуд,Открыто до 00:00,,700,Бульвар Рокоссовского
House Mafia,Кафе,Открыто до 00:00,,700 - 1700,Молодежная;Кунцевская
Hudson Deli,Кафе,Открыто до 20:00,,700 - 1700,Деловой центр
Hugo Bistro & Bar,Гастробары,Открыто до 23:00,,1700 - 3000,Новокузнецкая;Павелецкая
Hungry Wolf Bar,Бары,Открыто до 00:00,,700 - 1700,Ольховая
Hunky Brunch and Bar,Бары,Открыто до 22:00,,700 - 1700,Савеловская
Hygge,Кафе,Открыто до 22:00,,700 - 1700,Водный стадион
Hygge,,Открыто до 00:00,,,Шаболовская;Тульская
I Am OK,Бары,Открыто до 00:00,,700 - 1700,Юго-Западная
IBB Pub,Бары,Открыто до 02:00,,700,Щелковская
Ibis Kitchen,Итальянская кухня,Открыто до 23:00,,700 - 1700,Павелецкая
Ibis Kitchen,Бары,Открыто до 22:30,,700 - 1700,Октябрьское Поле;Панфиловская
Ibis Kitchen,,Открыто до 23:00,,1700 - 3000,Киевская
Ibsen Bar,Бары,Открыто до 04:00,,,Парк культуры
Ice Smoke Bar,Паровые коктейли,Открыто до 00:00,,,Охотный Ряд;Театральная
Ichiban Boshi,Японская кухня,Открыто до 23:00,,700 - 1700,Сокол
I Coffee,Кофейни,Открыто до 17:00,,,Окружная
ID Café,Кафе,Открыто до 22:00,,700 - 1700,Марьина Роща
I Do the Kitchen,Кафе,Открыто до 23:00,,700 - 1700,Новые Черемушки
I Do the Kitchen,Кафе,Открыто до 00:00,,700 - 1700,Спартак;Тушинская
If,Бары,Открыто до 00:00,,700 - 1700,Китай-город
Iggy Pub,Бары,Открыто до 00:00,,,Библиотека им. Ленина;Арбатская
Iggy Pub Molodaya,Бары,Открыто до 03:00,,,Новослободская;Менделеевская
Igloobar,Банкетные залы,Открыто до 04:00,,,Красносельская;Бауманская
Igloobar,Банкетные залы,Открыто до 04:00,,,Тульская
IKI Bar Kitchen,Японская кухня,,,700 - 1700,Белорусская
Ikra Москва,Вайфай,Открыто до 23:00,,3000,Библиотека им. Ленина;Арбатская
Ikura,Японская кухня,Открыто до 00:00,,3000,Цветной бульвар;Трубная
Il barolo,Итальянская кухня,Открыто до 00:00,,3000,Сокол;Аэропорт
Il borgo,Итальянская кухня,Открыто до 23:00,,1700 - 3000,Профсоюзная
Il canto,Итальянская кухня,Открыто до 05:00,,1700 - 3000,Партизанская
Il cantuccio,Итальянская кухня,Открыто до 00:00,,1700 - 3000,ЦСКА
Il forno Кутузовский,Итальянская кухня,Открыто до 00:00,,3000,Киевская
Il giorno,Кафе,Открыто до 22:00,,700,Курская;Чкаловская
Il giorno,Кафе,Открыто до 22:00,,700,Краснопресненская;Баррикадная
Il gusto,Банкетные залы,Открыто до 00:00,,1700 - 3000,ВДНХ
Iliadis,Греческая кухня,Открыто до 00:00,,1700 - 3000,Цветной бульвар;Трубная
I Like Pizza,Пицца,Открыто до 00:00,,700 - 1700,Парк культуры
Il letterato,Итальянская кухня,Открыто до 00:00,,1700 - 3000,Библиотека им. Ленина;Арбатская
Il letterato,Итальянская кухня,Открыто до 23:00,,1700 - 3000,Китай-город
Il marco,Пицца,Открыто до 22:00,,700,Речной вокзал
Il matto,Итальянская кухня,Открыто до 00:00,,3000,Охотный Ряд;Театральная
I Love Cake,Кондитерские,Открыто до 23:00,,700 - 1700,Библиотека им. Ленина;Арбатская
Il pittore,Итальянская кухня,Открыто до 23:00,,700 - 1700,Университет
Il pizzaiolo,Пицца,Открыто до 00:00,,1700 - 3000,Охотный Ряд;Театральная
Il pizzaiolo,Пицца,Открыто до 00:00,,1700 - 3000,Арбатская;Смоленская
Il pizzaiolo,Пицца,Открыто до 23:00,,1700 - 3000,Кропоткинская;Боровицкая
Il pomodoro,Итальянская кухня,Открыто до 22:00,,700 - 1700,Фрунзенская;Спортивная
Il Ristorante,Итальянская кухня,Открыто до 23:00,,3000,Библиотека им. Ленина;Арбатская
Il siciliano,Паста,Открыто до 00:00,,1700 - 3000,Киевская
Ilsolo,Итальянская кухня,Открыто до 00:00,,1700 - 3000,Китай-город
Il tocco,Итальянская кухня,Открыто до 23:00,,700 - 1700,Раменки
I Lunch,Кафе,Открыто до 16:00,,700,"Большой б-р, 40"
Il Патио,Итальянская кухня,Открыто до 00:00,,700 - 1700,Курская;Чкаловская
Il Патио,Итальянская кухня,Открыто до 22:00,,700 - 1700,Чертановская;Южная
Il Патио,Итальянская кухня,Открыто до 22:00,,700 - 1700,Авиамоторная;Площадь Ильича
Il Патио,Итальянская кухня,Открыто до 22:00,,700 - 1700,Тульская
Il Патио,Итальянская кухня,Открыто до 00:00,,700 - 1700,Дмитровская
Il Патио,Итальянская кухня,Открыто до 00:00,,700 - 1700,Фрунзенская
Il Патио,Итальянская кухня,Открыто до 23:00,,700 - 1700,Домодедовская
Il Патио,Итальянская кухня,Открыто до 22:00,,700 - 1700,Свиблово;Ботанический сад
Il Патио,Итальянская кухня,Открыто до 22:00,,700 - 1700,Юго-Западная
Il Патио,Итальянская кухня,Открыто до 00:00,,700 - 1700,"аэропорт Шереметьево, терминал В, общая зона"
Il Патио,Итальянская кухня,Открыто до 23:00,,700 - 1700,Технопарк
Il Патио,Итальянская кухня,Открыто до 23:00,,700 - 1700,Улица Скобелевская;Бульвар Адмирала Ушакова
Il Патио,Итальянская кухня,Открыто до 23:00,,700 - 1700,Павелецкая
Il Патио,Итальянская кухня,Открыто до 22:00,,700 - 1700,Котельники
Il Патио,Итальянская кухня,Открыто до 00:00,,700 - 1700,Охотный Ряд;Театральная
Il Патио,Итальянская кухня,Открыто до 00:00,,700 - 1700,"аэропорт Шереметьево, терминал D, зона международных вылетов"
Il Патио,Итальянская кухня,Открыто до 22:00,,700 - 1700,Алтуфьево
Il Патио,Итальянская кухня,Открыто до 22:00,,700 - 1700,Каширская;Нахимовский проспект
Il Патио,Итальянская кухня,Открыто до 22:00,,700 - 1700,Каширская
Il Патио,Итальянская кухня,Открыто до 00:00,,700 - 1700,Комсомольская
Il Патио,Итальянская кухня,Открыто до 00:00,,700 - 1700,Комсомольская
Il Патио,Итальянская кухня,Открыто до 00:00,,700 - 1700,Комсомольская
Il Патио,Итальянская кухня,Открыто до 23:00,,700 - 1700,Аэропорт
Il Патио,Итальянская кухня,Открыто до 23:00,,700 - 1700,Мякинино
Il Патио,Итальянская кухня,Открыто до 22:00,,700 - 1700,Деловой центр;Выставочная
Il Патио,Итальянская кухня,Открыто до 00:00,,700 - 1700,Белорусская
Il Патио,Итальянская кухня,Открыто до 22:00,,700 - 1700,ЦСКА
Il Патио,Итальянская кухня,Открыто до 23:00,,700 - 1700,Пражская
Il Патио,Итальянская кухня,Открыто до 22:00,,700 - 1700,Автозаводская;Дубровка
Il Патио,Итальянская кухня,Открыто до 22:00,,700 - 1700,Полежаевская
Il Патио,Итальянская кухня,Открыто до 22:00,,700 - 1700,Волоколамская;Митино
Il Патио,Итальянская кухня,Открыто до 22:00,,700 - 1700,Алтуфьево
Il Патио,Итальянская кухня,Открыто до 00:00,,700 - 1700,Курская;Чкаловская
Il Патио,Итальянская кухня,Открыто до 22:00,,700 - 1700,"14-й км от МКАД по Ленинградскому ш., дер. Черная Грязь, Fashion House Outlet Centre"
Il Патио,Итальянская кухня,Открыто до 23:00,,700 - 1700,"5-й км от МКАД по Новорижскому ш., дер. Воронки, ТРК «Рига-молл»"
Il Патио,Итальянская кухня,Открыто до 23:00,,700 - 1700,Новослободская;Менделеевская
Il Патио,Итальянская кухня,Открыто до 23:00,,700 - 1700,Планерная
Il Патио,Итальянская кухня,Открыто до 23:00,,700 - 1700,Молодежная;Кунцевская
Il Патио,Итальянская кухня,Открыто до 22:00,,700 - 1700,Ясенево
Il Патио,Итальянская кухня,Открыто до 22:00,,700 - 1700,Новогиреево;Перово
Il Патио,Итальянская кухня,Открыто до 00:00,,700 - 1700,Кропоткинская
Il Патио,Итальянская кухня,Открыто до 23:00,,700 - 1700,Кунцевская
Il Патио,Итальянская кухня,Открыто до 22:00,,700 - 1700,Саларьево
Il Патио,Итальянская кухня,Открыто до 23:00,,700 - 1700,Автозаводская
Il Патио,Итальянская кухня,Открыто до 00:00,,700 - 1700,"аэропорт Внуково, зона вылетов внутренних рейсов, терминал А"
Il Патио,Итальянская кухня,Открыто до 00:00,,700 - 1700,"аэропорт Шереметьево, терминал D, общая зона"
Il Патио,Итальянская кухня,Открыто до 23:00,,700 - 1700,Нахимовский проспект;Севастопольская
I'm Burger,Бургеры,Открыто до 22:00,,700,Окружная
I'm Confident,Кофейни,Открыто до 22:00,,700,Бабушкинская
Imperial Café,,Открыто до 00:00,,1700 - 3000,Красносельская;Комсомольская
Impress Café,Кафе,Открыто до 20:00,,,Белорусская
Impresto,Кофейни,Открыто до 20:00,,,Маяковская
I'm Smoking,Паровые коктейли,Открыто до 03:00,,,Библиотека им. Ленина;Арбатская
I'm Smoking,Паровые коктейли,Открыто до 03:00,,,Проспект Вернадского;Юго-Западная
I'm Smoking,Паровые коктейли,Открыто до 03:00,,,Аэропорт
Inch,,Открыто до 00:00,,1700 - 3000,Смоленская
Inchoco,Кондитерские,Открыто до 23:00,,,Белорусская;Новослободская
Inchoco,Кондитерские,Открыто до 00:00,,,Цветной бульвар;Трубная
In City,Кейтеринг,,,,
In Duke!,Фастфуд,Открыто до 23:00,,700,Автозаводская
Industrial Pub,,Открыто до 00:00,,700 - 1700,"Красноармейск, Лермонтова, 2"
I Need Döner,Фастфуд,Открыто до 20:00,,700,Университет;Профсоюзная
Injir,Кофейни,Открыто до 22:00,,,Цветной бульвар;Трубная
Inlavash,Фастфуд,Открыто до 23:00,,700,Тушинская
Inside Burgers,Бургеры,Открыто до 23:00,,700 - 1700,Октябрьская;Шаболовская
Insider Bar,Европейская кухня,Открыто до 03:00,,700 - 1700,Чистые пруды;Сухаревская
Intercontinental Moscow Tverskaya,Европейская кухня,Открыто до 23:00,,3000,Тверская;Пушкинская
International City Club,Банкетные залы,,,,Деловой центр;Кутузовская
Introvert Place,Кофейни,Открыто до 23:00,,,Красные Ворота;Чистые пруды
In via,Скандинавская кухня,Открыто до 23:00,,1700 - 3000,ЗИЛ
Ipho,Вьетнамская кухня,Открыто до 22:00,,700,Охотный Ряд;Театральная
Ipho,Вьетнамская кухня,Открыто до 20:00,,700,Киевская
IQ Pizza,Пицца,Открыто до 22:00,,700,Текстильщики;Кузьминки
IQ Wine Bar Kitchen,Винотеки,Открыто до 00:00,,700 - 1700,Сокол
Irish Mist Pub,Пабы,Открыто до 23:00,,700 - 1700,Шаболовская
Iron Burger,Бургеры,Открыто до 21:00,,700,Беляево
Is Ku,Японская кухня,Открыто до 23:00,,700 - 1700,Дмитровская;Савеловская
Isola,Итальянская кухня,Открыто до 23:00,,1700 - 3000,Молодежная
Istanbul Kebab,Турецкая кухня,Открыто до 22:00,,700 - 1700,Фрунзенская;Спортивная
Istanbul Kebab,Турецкая кухня,Открыто до 22:00,,700 - 1700,Деловой центр
Istanbul Kebab,Турецкая кухня,Открыто до 22:00,,700 - 1700,Парк культуры
Istanbul Kebab,Турецкая кухня,Открыто до 23:00,,700 - 1700,Аэропорт
Istanbul Kebab,Турецкая кухня,Открыто до 23:00,,700 - 1700,Кузьминки
I-Tal Corner,Вегетарианское меню,Открыто до 02:00,,700,Партизанская;Измайлово
Italia Bar,Бары,Открыто до 00:00,,700 - 1700,Цветной бульвар;Трубная
It's Coffee,Кофейни,Открыто до 21:00,,,Теплый Стан
I.V.A.N. Bar,Бары,Открыто до 00:00,,700 - 1700,Маяковская
Ivanka,Средиземноморская кухня,Открыто до 00:00,,3000,Москва-Сити;Деловой центр
Izakaya Danbam,Корейская кухня,Открыто до 23:00,,700 - 1700,Университет
Izumi,Японская кухня,Открыто до 00:00,,700 - 1700,Чистые пруды;Тургеневская
Jack & Jane,Бары,Открыто до 00:00,,700 - 1700,Чистые пруды;Тургеневская
Jack's Catering,Кейтеринг,,,,
Jacky Jacky Gastrobar,Гастробары,Открыто до 23:00,,700 - 1700,Ботанический сад
Jagger Hall,Банкетные залы,,,,Краснопресненская;Улица 1905 года
Jai Hind,Индийская кухня,Открыто до 00:00,,700 - 1700,Проспект Мира;Достоевская
Ja-ma-mai,Тайская кухня,Открыто до 22:00,,700,Красносельская
Jamamai Asian Kitchen & Bar,Паназиатская кухня,Открыто до 23:00,,700 - 1700,Селигерская
Jameson,Бары,Открыто до 03:00,,,Новослободская;Менделеевская
Janis,Кейтеринг,Открыто до 00:00,,700 - 1700,Первомайская
Janus,Итальянская кухня,Открыто до 22:30,,1700 - 3000,Комсомольская
Jazz Life,Кафе,Открыто до 21:00,,700,Аннино
Jedi Coon,Кофейни,Открыто до 18:00,,,Кожуховская
Jeffrey's Coffee,Кофейни,Открыто до 23:00,,,Арбатская
Jeffrey's Coffee,Кофейни,Открыто до 23:00,,,Бауманская
Jeffrey's Coffee,Кофейни,Открыто до 23:00,,,Пражская
Jeffrey's Coffee,Кофейни,Открыто до 00:00,,700,Тверская;Пушкинская
Jeffrey's Coffee,Кофейни,Открыто до 23:00,,,Тверская;Пушкинская
Jeffrey's Coffee,Кофейни,Открыто до 22:00,,700,Чистые пруды;Лубянка
Jeffrey's Coffee,Кофейни,Открыто до 23:00,,700,Бунинская аллея
Jeffrey's Coffee,Кофейни,Открыто до 22:00,,,"38-й км трассы А105, стр. 4"
Jeffrey's Coffee,Кофейни,Открыто до 21:00,,,ЦСКА
Jeffrey's Coffee,Кофейни,Открыто до 22:00,,,Текстильщики;Печатники
Jeremy's Club,Бары,Открыто до 06:00,,700 - 1700,Новокосино
Jesstaurant,Русская кухня,Открыто до 22:00,,1700 - 3000,"Одинцовский р-н, дер. Лапино, 65"
Jimmy Poy,Караоке,Открыто до 06:00,,1700 - 3000,Китай-город
Jinju,Кофейни,Открыто до 20:00,,,Чистые пруды;Тургеневская
Jis Asian Bistro & Wine,Паназиатская кухня,Открыто до 00:00,,700 - 1700,Китай-город
JJ. Coffee,Кофейни,Открыто до 22:00,,,Ломоносовский проспект;Раменки
Joe Black,Кофейни,Открыто до 21:00,,,Белорусская
John Calliano Lounge,Паровые коктейли,Открыто до 00:00,,1700 - 3000,Китай-город
Joi Izakaya,Японская кухня,Открыто до 00:00,,1700 - 3000,Белорусская
Jojo,Бары,Открыто до 23:00,,1700 - 3000,Сухаревская
Joki Joya,Кафе,Открыто до 22:00,,700 - 1700,Автозаводская;Дубровка
Joki Joya,Кафе,Открыто до 22:00,,700 - 1700,"5-й км от МКАД по Новорижскому ш., дер. Воронки, ТРК «Рига-молл», 3 этаж"
Joki Joya,Кафе,Открыто до 22:00,,700 - 1700,Марьино
Joki Joya,Кафе,Открыто до 22:00,,700 - 1700,Пражская
Joki Joya,Кафе,Открыто до 22:00,,700 - 1700,Молодежная;Кунцевская
Joki Joya,Кафе,Открыто до 22:00,,700 - 1700,Теплый Стан
Joki Joya,Кафе,Открыто до 22:00,,700 - 1700,Саларьево
Jolene,Кафе,Открыто до 23:00,,700 - 1700,Новокузнецкая;Третьяковская
Jolly Cups,Кофейни,Открыто до 19:00,,,Дмитровская;Савеловская
Joy House,,Открыто до 23:00,,1700 - 3000,"поселение Внуковское, 30-й квартал, 1, стр. 1"
Joy's Coffee,Кофейни,Открыто до 18:00,,,Таганская;Марксистская
J'Pan,Японская кухня,Открыто до 23:00,,700 - 1700,Новослободская;Менделеевская
J'Pan,Японская кухня,Открыто до 23:00,,700 - 1700,Китай-город
J'Pan,Японская кухня,Открыто до 23:00,,700 - 1700,Чистые пруды;Лубянка
J'Pan,Японская кухня,Открыто до 23:00,,700 - 1700,Новокузнецкая;Третьяковская
J'Pan,Японская кухня,Открыто до 23:00,,700 - 1700,Охотный Ряд;Театральная
J'Pan,Японская кухня,Открыто до 23:00,,700 - 1700,Белорусская
Juice Enjoy,Кафе,Открыто до 21:00,,,Теплый Стан
Juicy Lab,Вегетарианское меню,Открыто до 21:00,,,Тульская
Ju-Ju,Бары,Открыто до 23:00,,1700 - 3000,Воробьевы горы;Ленинский проспект
Jules Zang,Пекарни,Открыто до 20:00,,1700 - 3000,Курская;Чкаловская
Jun,Японская кухня,Открыто до 00:00,,3000,Арбатская
Jungle Brothers Coffee Shop,Кофейни,Открыто до 19:00,,,Калужская;Воронцовская
Jungle Jump,Кафе,Открыто до 22:00,,700 - 1700,Молодежная;Кунцевская
Jungleland,Кафе,Открыто до 22:00,,700 - 1700,Лианозово;Физтех
Junk Food & Bar,Бары,Открыто до 23:00,,700 - 1700,Маяковская;Краснопресненская
Junkle,Фастфуд,Открыто до 23:00,,700 - 1700,Цветной бульвар;Трубная
Just In,Кофейни,Открыто до 19:00,,,"Б.Демидовский пер., 9"
Just Kitchen,Кафе,Открыто до 17:00,,700,Чертановская
Just Meet,Кофейни,Открыто до 23:00,,,"Ленинский р-н, дер. Лопатино, Солнечный б-р, 2"
J.Z. Peking Duck,Китайская кухня,Открыто до 00:00,,700 - 1700,Сухаревская;Цветной бульвар
Kab Kao,Стритфуд,Открыто до 22:00,,700,Новослободская;Менделеевская
Kabuki,Японская кухня,Открыто до 23:00,,700 - 1700,Войковская;Балтийская
Kadashi,Русская кухня,Открыто до 23:00,,700 - 1700,Новокузнецкая;Третьяковская
Kafema,Кофейни,Открыто до 22:00,,700,Маяковская
Kafema,Кофейни,Открыто до 20:00,,,Тимирязевская
Kafema,Кофейни,Открыто до 19:00,,,Петровско-Разумовская
Kaffebröd,Кофейни,Открыто до 23:00,,700,Парк культуры;Октябрьская
Kaffebröd,Кофейни,Открыто до 21:00,,700,Октябрьское Поле;Панфиловская
Kaffebröd,Кофейни,Открыто до 22:00,,700,Саларьево
Kafin,Кофейни,Открыто до 22:00,,,Саларьево
Kafin,Кофейни,Открыто до 22:00,,,Семеновская
Kafin,Кофейни,Открыто до 20:00,,,Проспект Мира;Достоевская
Kafin,Кофейни,Открыто до 22:00,,,Таганская;Марксистская
Kafin,Кофейни,Открыто до 22:00,,,Красносельская
Kafin,Кофейни,Открыто до 17:00,,,Семеновская;Электрозаводская
Kafin,Кофейни,Открыто до 22:00,,,Пролетарская;Крестьянская Застава
Kai,Японская кухня,Открыто до 00:00,,3000,Мякинино
Kaido,Японская кухня,Открыто до 23:00,,1700 - 3000,Маяковская;Тверская
Kaif Provenance,,Открыто до 00:00,,1700 - 3000,Тверская;Пушкинская
Kakadu,Бары,Открыто до 22:00,,,Фрунзенская;Спортивная
Kalabasa,Кафе,Открыто до 22:00,,1700 - 3000,Бауманская;Курская
Kaldi's,Кофейни,Открыто до 22:00,,,ВДНХ
Kaldi's,Кофейни,Открыто до 22:00,,,ВДНХ
Kaldi's,Кофейни,Открыто до 22:00,,,Сокольники
Kaldi's,Кофейни,Открыто до 21:00,,,ВДНХ
Kalyanoff Lounge Café,Кафе,Открыто до 02:00,,700 - 1700,Митино;Пятницкое шоссе
Kano,Итальянская кухня,Открыто до 00:00,,1700 - 3000,Молодежная
Karaoke Pro,Караоке,Открыто до 06:00,,1700 - 3000,Новокузнецкая;Третьяковская
Karl Schnitzel,Немецкая кухня,Открыто до 22:00,,,Цветной бульвар;Трубная
Karl Schnitzel,Немецкая кухня,Открыто до 20:00,,700 - 1700,Деловой центр;Выставочная
Kartofix,Кафе,Открыто до 22:00,,700,Деловой центр
Kartofix,Кафе,Открыто до 22:00,,700,Пражская
Katana,Кофейни,Открыто до 22:00,,700,Сокол
Kathrin Bakery,Кондитерские,Открыто до 21:00,,700,Тропарево
Katie O'Shea's,Бары,Открыто до 22:00,,700 - 1700,Библиотека им. Ленина;Арбатская
Kayani,Кофейни,Открыто до 22:00,,,Улица 1905 года
Kebab Lab,Стритфуд,Открыто до 22:00,,700,ЦСКА
Kebab Shop,Кафе,Открыто до 23:00,,700,Шоссе Энтузиастов
Kebabushki.ru,Грузинская кухня,Открыто до 22:00,,700 - 1700,Свиблово
Kefi,Греческая кухня,Открыто до 06:00,,1700 - 3000,Кропоткинская;Парк культуры
Kennedy's Coffee,Кофейни,Открыто до 22:00,,700,Лианозово;Физтех
Kennedy's Coffee,Кофейни,Открыто до 22:00,,700,Деловой центр
Ketch Up,Бургеры,Открыто до 23:00,,700 - 1700,Китай-город
KFC,Фастфуд,Открыто до 22:00,,700,Алтуфьево
KFC,Фастфуд,Открыто до 22:00,,700,Бибирево
KFC,Фастфуд,Открыто до 22:00,,700,Таганская;Марксистская
KFC,Фастфуд,Открыто до 23:00,,700,Новые Черемушки
KFC,Фастфуд,Открыто до 22:00,,700,Домодедовская
KFC,Фастфуд,Открыто до 23:30,,700,Октябрьское Поле
KFC,Фастфуд,Открыто до 22:00,,700,Марьина Роща
KFC,Фастфуд,Открыто до 22:00,,700,Южная
KFC,Фастфуд,Открыто до 23:00,,700,Мякинино
KFC,Фастфуд,Открыто до 22:00,,700,Братиславская
KFC,Фастфуд,Открыто до 22:00,,700,Партизанская
KFC,Фастфуд,Открыто до 23:00,,700,Братиславская
KFC,Фастфуд,Открыто до 22:00,,700,Семеновская
KFC,Фастфуд,Открыто до 23:00,,700,Нагатинская
KFC,Фастфуд,Открыто до 22:00,,700,Университет
KFC,Фастфуд,Открыто до 23:00,,700,Кузьминки
KFC,Фастфуд,Открыто до 22:30,,700,Рязанский проспект
KFC,Фастфуд,Открыто до 23:00,,700,Войковская
KFC,Фастфуд,Открыто до 22:00,,700,Славянский бульвар;Кунцевская
KFC,Фастфуд,Открыто до 21:00,,700,Савеловская
KFC,Фастфуд,Открыто до 22:00,,700,Домодедовская
KFC,Фастфуд,Открыто до 22:00,,700,Варшавская
KFC,Фастфуд,Открыто до 22:00,,700,Митино
KFC,Фастфуд,Открыто до 22:00,,700,Крылатское
KFC,Фастфуд,Открыто до 03:00,,700,Курская;Чкаловская
KFC,Фастфуд,Открыто до 23:00,,700,Калужская;Воронцовская
KFC,Фастфуд,Открыто до 23:00,,700,Каширская
KFC,Фастфуд,Открыто до 22:00,,700,Солнцево
KFC,Фастфуд,Открыто до 23:00,,700,Курская;Чкаловская
KFC,Фастфуд,Открыто до 22:00,,700,Молодежная
KFC,Фастфуд,Открыто до 22:00,,700,Бульвар Рокоссовского
KFC,Фастфуд,Открыто до 22:00,,700,Петровско-Разумовская
KFC,Фастфуд,Открыто до 22:00,,700,Аэропорт
KFC,Фастфуд,Открыто до 22:00,,700,Ясенево
KFC,Фастфуд,Открыто до 22:00,,700,Пражская
KFC,Фастфуд,Открыто до 02:00,,700,Октябрьское Поле
KFC,Фастфуд,Открыто до 23:00,,700,Авиамоторная
KFC,Фастфуд,Открыто до 22:00,,700,Теплый Стан
KFC,Фастфуд,Открыто до 22:00,,700,Речной вокзал
KFC,Фастфуд,Открыто до 23:00,,700,Киевская
KFC,Фастфуд,Открыто до 22:00,,700,Мичуринский проспект;Озерная
KFC,Фастфуд,Открыто до 22:00,,700,Юго-Западная
KFC,Фастфуд,Открыто до 23:00,,700,Рязанский проспект
KFC,Фастфуд,Открыто до 23:00,,700,Речной вокзал
KFC,Фастфуд,Открыто до 23:00,,700,Дмитровская
KFC,Фастфуд,Открыто до 22:00,,700,Варшавская
KFC,Фастфуд,Открыто до 22:00,,700,Владыкино
KFC,Фастфуд,Открыто до 22:00,,700,Митино;Планерная
KFC,Фастфуд,Открыто до 22:00,,700,Беляево
KFC,Фастфуд,Открыто до 22:00,,700,Пролетарская;Крестьянская Застава
KFC,Фастфуд,Открыто до 23:00,,700,Домодедовская
KFC,Фастфуд,Открыто до 22:00,,700,Свиблово;Ботанический сад
KFC,Фастфуд,Открыто до 21:00,,700,Новые Черемушки
KFC,Фастфуд,Открыто до 22:00,,700,Охотный Ряд;Театральная
KFC,Фастфуд,Открыто до 22:00,,700,Сходненская
KFC,Фастфуд,Открыто до 05:00,,700,Бабушкинская
KFC,Фастфуд,Открыто до 23:30,,700,Савеловская
KFC,Фастфуд,Открыто до 22:00,,700,Крымская
KFC,Фастфуд,Открыто до 23:00,,700,"Нижегородская, 50, ТЦ «Три D»"
KFC,Фастфуд,Открыто до 22:00,,700,Теплый Стан
KFC,Фастфуд,Открыто до 23:00,,700,Славянский бульвар;Кунцевская
KFC,Фастфуд,Открыто до 23:30,,700,Речной вокзал;Планерная
KFC,Фастфуд,Открыто до 22:00,,700,Свиблово;Ботанический сад
KFC,Фастфуд,Открыто до 00:00,,700,"28-й км трассы М4 «Дон», АЗС «Татнефть»"
KFC,Фастфуд,Открыто до 04:00,,700,Новослободская;Менделеевская
KFC,Фастфуд,Открыто до 22:00,,700,ЦСКА
KFC,Фастфуд,Открыто до 22:00,,700,Деловой центр
KFC,Фастфуд,Открыто до 23:00,,700,ВДНХ
KFC,Фастфуд,Открыто до 22:00,,700,Алтуфьево
KFC,Фастфуд,Открыто до 22:00,,700,Водный стадион
KFC,Фастфуд,Открыто до 00:00,,700,Кузьминки
KFC,Фастфуд,Открыто до 22:00,,700,Ленинский проспект
KFC,Фастфуд,Открыто до 22:00,,700,Петровско-Разумовская
KFC,Фастфуд,Открыто до 23:30,,700,Комсомольская
KFC,Фастфуд,Открыто до 00:00,,700,"35-й км Дмитровского ш., дер. Шолохово, ТЦ «Каштановая роща»"
KFC,Фастфуд,Открыто до 21:00,,700,Румянцево
KFC,Фастфуд,Открыто до 22:00,,700,Коньково
KFC,Фастфуд,Открыто до 22:00,,700,Молодежная
KFC,Фастфуд,Открыто до 22:00,,700,Царицыно
KFC,Фастфуд,Открыто до 23:00,,700,Марьино
KFC,Фастфуд,Открыто до 22:00,,700,Технопарк
KFC,Фастфуд,Открыто до 00:00,,700,"82-й км МКАД, 18, АЗС"
KFC,Фастфуд,Открыто до 22:00,,700,Каширская
KFC,Фастфуд,Открыто до 22:00,,700,Пятницкое шоссе
KFC,Фастфуд,Открыто до 01:00,,700,Павелецкая
KFC,Фастфуд,Открыто до 23:00,,700,Проспект Вернадского
KFC,Фастфуд,Открыто до 22:00,,700,Лианозово;Физтех
KFC,Фастфуд,Открыто до 23:00,,700,Сокольники
KFC,Фастфуд,Открыто до 23:00,,700,Марьина Роща
KFC,Фастфуд,Открыто до 00:00,,700,Теплый Стан;Ясенево
KFC,Фастфуд,Открыто до 22:00,,700,Тульская
KFC,Фастфуд,Открыто до 23:00,,700,Багратионовская;Фили
